external_fulfiller_location_id,internal_fulfiller_location_id,bin_name,bin_type,bin_status
600,54802,4080301,General,Pickable
600,54802,4080302,General,Pickable
600,54802,4080303,General,Pickable
600,54802,4080304,General,Pickable
600,54802,4080305,General,Pickable
600,54802,4080401,General,Pickable
600,54802,4080402,General,Pickable
600,54802,4080403,General,Pickable
600,54802,4080404,General,Pickable
600,54802,4080405,General,Pickable
600,54802,4090101,General,Pickable
600,54802,4090102,General,Pickable
600,54802,4090103,General,Pickable
600,54802,4090104,General,Pickable
600,54802,4090105,General,Pickable
600,54802,4090201,General,Pickable
600,54802,4090202,General,Pickable
600,54802,4090203,General,Pickable
600,54802,4090204,General,Pickable
600,54802,4090205,General,Pickable
600,54802,4090301,General,Pickable
600,54802,4090302,General,Pickable
600,54802,4090303,General,Pickable
600,54802,4090304,General,Pickable
600,54802,4090305,General,Pickable
600,54802,4090401,General,Pickable
600,54802,4090402,General,Pickable
600,54802,4090403,General,Pickable
600,54802,4090404,General,Pickable
600,54802,4090405,General,Pickable
600,54802,4100101,General,Pickable
600,54802,4100102,General,Pickable
600,54802,4100103,General,Pickable
600,54802,4100104,General,Pickable
600,54802,4100105,General,Pickable
600,54802,4100201,General,Pickable
600,54802,4100202,General,Pickable
600,54802,4100203,General,Pickable
600,54802,4100204,General,Pickable
600,54802,4100205,General,Pickable
600,54802,4100301,General,Pickable
600,54802,4100302,General,Pickable
600,54802,4100303,General,Pickable
600,54802,4100304,General,Pickable
600,54802,4100305,General,Pickable
600,54802,4100401,General,Pickable
600,54802,4100402,General,Pickable
600,54802,4100403,General,Pickable
600,54802,4100404,General,Pickable
600,54802,4100405,General,Pickable
600,54802,4110101,General,Pickable
600,54802,4110102,General,Pickable
600,54802,4110103,General,Pickable
600,54802,4110104,General,Pickable
600,54802,4110105,General,Pickable
600,54802,4110201,General,Pickable
600,54802,4110202,General,Pickable
600,54802,4110203,General,Pickable
600,54802,4110204,General,Pickable
600,54802,4110205,General,Pickable
600,54802,4110301,General,Pickable
600,54802,4110302,General,Pickable
600,54802,4110303,General,Pickable
600,54802,4110304,General,Pickable
600,54802,4110305,General,Pickable
600,54802,4110401,General,Pickable
600,54802,4110402,General,Pickable
600,54802,4110403,General,Pickable
600,54802,4110404,General,Pickable
600,54802,4110405,General,Pickable
600,54802,4120101,General,Pickable
600,54802,4120102,General,Pickable
600,54802,4120103,General,Pickable
600,54802,4120104,General,Pickable
600,54802,4120105,General,Pickable
600,54802,4120201,General,Pickable
600,54802,4120202,General,Pickable
600,54802,4120203,General,Pickable
600,54802,4120204,General,Pickable
600,54802,4120205,General,Pickable
600,54802,4120301,General,Pickable
600,54802,4120302,General,Pickable
600,54802,4120303,General,Pickable
600,54802,4120304,General,Pickable
600,54802,4120305,General,Pickable
600,54802,4120401,General,Pickable
600,54802,4120402,General,Pickable
600,54802,4120403,General,Pickable
600,54802,4120404,General,Pickable
600,54802,4120405,General,Pickable
600,54802,4130101,General,Pickable
600,54802,4130102,General,Pickable
600,54802,4130103,General,Pickable
600,54802,4130104,General,Pickable
600,54802,4130105,General,Pickable
600,54802,4130201,General,Pickable
600,54802,4130202,General,Pickable
600,54802,4130203,General,Pickable
600,54802,4130204,General,Pickable
600,54802,4130205,General,Pickable
600,54802,4130301,General,Pickable
600,54802,4130302,General,Pickable
600,54802,4130303,General,Pickable
600,54802,4130304,General,Pickable
600,54802,4130305,General,Pickable
600,54802,4130401,General,Pickable
600,54802,4130402,General,Pickable
600,54802,4130403,General,Pickable
600,54802,4130404,General,Pickable
600,54802,4130405,General,Pickable
600,54802,4140101,General,Pickable
600,54802,4140102,General,Pickable
600,54802,4140103,General,Pickable
600,54802,4140104,General,Pickable
600,54802,4140105,General,Pickable
600,54802,4140201,General,Pickable
600,54802,4140202,General,Pickable
600,54802,4140203,General,Pickable
600,54802,4140204,General,Pickable
600,54802,4140205,General,Pickable
600,54802,4140301,General,Pickable
600,54802,4140302,General,Pickable
600,54802,4140303,General,Pickable
600,54802,4140304,General,Pickable
600,54802,4140305,General,Pickable
600,54802,4140401,General,Pickable
600,54802,4140402,General,Pickable
600,54802,4140403,General,Pickable
600,54802,4140404,General,Pickable
600,54802,4140405,General,Pickable
600,54802,4150101,General,Pickable
600,54802,4150102,General,Pickable
600,54802,4150103,General,Pickable
600,54802,4150104,General,Pickable
600,54802,4150105,General,Pickable
600,54802,4150201,General,Pickable
600,54802,4150202,General,Pickable
600,54802,4150203,General,Pickable
600,54802,4150204,General,Pickable
600,54802,4150205,General,Pickable
600,54802,4150301,General,Pickable
600,54802,4150302,General,Pickable
600,54802,4150303,General,Pickable
600,54802,4150304,General,Pickable
600,54802,4150305,General,Pickable
600,54802,4150401,General,Pickable
600,54802,4150402,General,Pickable
600,54802,4150403,General,Pickable
600,54802,4150404,General,Pickable
600,54802,4150405,General,Pickable
600,54802,4160101,General,Pickable
600,54802,4160102,General,Pickable
600,54802,4160103,General,Pickable
600,54802,4160104,General,Pickable
600,54802,4160105,General,Pickable
600,54802,4160201,General,Pickable
600,54802,4160202,General,Pickable
600,54802,4160203,General,Pickable
600,54802,4160204,General,Pickable
600,54802,4160205,General,Pickable
600,54802,4160301,General,Pickable
600,54802,4160302,General,Pickable
600,54802,4160303,General,Pickable
600,54802,4160304,General,Pickable
600,54802,4160305,General,Pickable
600,54802,4160401,General,Pickable
600,54802,4160402,General,Pickable
600,54802,4160403,General,Pickable
600,54802,4160404,General,Pickable
600,54802,4160405,General,Pickable
600,54802,4170101,General,Pickable
600,54802,4170102,General,Pickable
600,54802,4170103,General,Pickable
600,54802,4170104,General,Pickable
600,54802,4170105,General,Pickable
600,54802,4170201,General,Pickable
600,54802,4170202,General,Pickable
600,54802,4170203,General,Pickable
600,54802,4170204,General,Pickable
600,54802,4170205,General,Pickable
600,54802,4170301,General,Pickable
600,54802,4170302,General,Pickable
600,54802,4170303,General,Pickable
600,54802,4170304,General,Pickable
600,54802,4170305,General,Pickable
600,54802,4170401,General,Pickable
600,54802,4170402,General,Pickable
600,54802,4170403,General,Pickable
600,54802,4170404,General,Pickable
600,54802,4170405,General,Pickable
600,54802,4180101,General,Pickable
600,54802,4180102,General,Pickable
600,54802,4180103,General,Pickable
600,54802,4180104,General,Pickable
600,54802,4180105,General,Pickable
600,54802,4180201,General,Pickable
600,54802,4180202,General,Pickable
600,54802,4180203,General,Pickable
600,54802,4180204,General,Pickable
600,54802,4180205,General,Pickable
600,54802,4180301,General,Pickable
600,54802,4180302,General,Pickable
600,54802,4180303,General,Pickable
600,54802,4180304,General,Pickable
600,54802,4180305,General,Pickable
600,54802,4180401,General,Pickable
600,54802,4180402,General,Pickable
600,54802,4180403,General,Pickable
600,54802,4180404,General,Pickable
600,54802,4180405,General,Pickable
600,54802,4190101,General,Pickable
600,54802,4190102,General,Pickable
600,54802,4190103,General,Pickable
600,54802,4190104,General,Pickable
600,54802,4190105,General,Pickable
600,54802,4190201,General,Pickable
600,54802,4190202,General,Pickable
600,54802,4190203,General,Pickable
600,54802,4190204,General,Pickable
600,54802,4190205,General,Pickable
600,54802,4190301,General,Pickable
600,54802,4190302,General,Pickable
600,54802,4190303,General,Pickable
600,54802,4190304,General,Pickable
600,54802,4190305,General,Pickable
600,54802,4190401,General,Pickable
600,54802,4190402,General,Pickable
600,54802,4190403,General,Pickable
600,54802,4190404,General,Pickable
600,54802,4190405,General,Pickable
600,54802,4200101,General,Pickable
600,54802,4200102,General,Pickable
600,54802,4200103,General,Pickable
600,54802,4200104,General,Pickable
600,54802,4200105,General,Pickable
600,54802,4200201,General,Pickable
600,54802,4200202,General,Pickable
600,54802,4200203,General,Pickable
600,54802,4200204,General,Pickable
600,54802,4200205,General,Pickable
600,54802,4200301,General,Pickable
600,54802,4200302,General,Pickable
600,54802,4200303,General,Pickable
600,54802,4200304,General,Pickable
600,54802,4200305,General,Pickable
600,54802,4200401,General,Pickable
600,54802,4200402,General,Pickable
600,54802,4200403,General,Pickable
600,54802,4200404,General,Pickable
600,54802,4200405,General,Pickable
600,54802,4210101,General,Pickable
600,54802,4210102,General,Pickable
600,54802,4210103,General,Pickable
600,54802,4210104,General,Pickable
600,54802,4210105,General,Pickable
600,54802,4210201,General,Pickable
600,54802,4210202,General,Pickable
600,54802,4210203,General,Pickable
600,54802,4210204,General,Pickable
600,54802,4210205,General,Pickable
600,54802,4210301,General,Pickable
600,54802,4210302,General,Pickable
600,54802,4210303,General,Pickable
600,54802,4210304,General,Pickable
600,54802,4210305,General,Pickable
600,54802,4210401,General,Pickable
600,54802,4210402,General,Pickable
600,54802,4210403,General,Pickable
600,54802,4210404,General,Pickable
600,54802,4210405,General,Pickable
600,54802,4220101,General,Pickable
600,54802,4220102,General,Pickable
600,54802,4220103,General,Pickable
600,54802,4220104,General,Pickable
600,54802,4220105,General,Pickable
600,54802,4220201,General,Pickable
600,54802,4220202,General,Pickable
600,54802,4220203,General,Pickable
600,54802,4220204,General,Pickable
600,54802,4220205,General,Pickable
600,54802,4220301,General,Pickable
600,54802,4220302,General,Pickable
600,54802,4220303,General,Pickable
600,54802,4220304,General,Pickable
600,54802,4220305,General,Pickable
600,54802,4220401,General,Pickable
600,54802,4220402,General,Pickable
600,54802,4220403,General,Pickable
600,54802,4220404,General,Pickable
600,54802,4220405,General,Pickable
600,54802,4230101,General,Pickable
600,54802,4230102,General,Pickable
600,54802,4230103,General,Pickable
600,54802,4230104,General,Pickable
600,54802,4230105,General,Pickable
600,54802,4230201,General,Pickable
600,54802,4230202,General,Pickable
600,54802,4230203,General,Pickable
600,54802,4230204,General,Pickable
600,54802,4230205,General,Pickable
600,54802,4230301,General,Pickable
600,54802,4230302,General,Pickable
600,54802,4230303,General,Pickable
600,54802,4230304,General,Pickable
600,54802,4230305,General,Pickable
600,54802,4230401,General,Pickable
600,54802,4230402,General,Pickable
600,54802,4230403,General,Pickable
600,54802,4230404,General,Pickable
600,54802,4230405,General,Pickable
600,54802,4240101,General,Pickable
600,54802,4240102,General,Pickable
600,54802,4240103,General,Pickable
600,54802,4240104,General,Pickable
600,54802,4240105,General,Pickable
600,54802,4240201,General,Pickable
600,54802,4240202,General,Pickable
600,54802,4240203,General,Pickable
600,54802,4240204,General,Pickable
600,54802,4240205,General,Pickable
600,54802,4240301,General,Pickable
600,54802,4240302,General,Pickable
600,54802,4240303,General,Pickable
600,54802,4240304,General,Pickable
600,54802,4240305,General,Pickable
600,54802,4240401,General,Pickable
600,54802,4240402,General,Pickable
600,54802,4240403,General,Pickable
600,54802,4240404,General,Pickable
600,54802,4240405,General,Pickable
600,54802,4250101,General,Pickable
600,54802,4250102,General,Pickable
600,54802,4250103,General,Pickable
600,54802,4250104,General,Pickable
600,54802,4250105,General,Pickable
600,54802,4250201,General,Pickable
600,54802,4250202,General,Pickable
600,54802,4250203,General,Pickable
600,54802,4250204,General,Pickable
600,54802,4250205,General,Pickable
600,54802,4250301,General,Pickable
600,54802,4250302,General,Pickable
600,54802,4250303,General,Pickable
600,54802,4250304,General,Pickable
600,54802,4250305,General,Pickable
600,54802,4250401,General,Pickable
600,54802,4250402,General,Pickable
600,54802,4250403,General,Pickable
600,54802,4250404,General,Pickable
600,54802,4250405,General,Pickable
600,54802,4260101,General,Pickable
600,54802,4260102,General,Pickable
600,54802,4260103,General,Pickable
600,54802,4260104,General,Pickable
600,54802,4260105,General,Pickable
600,54802,4260201,General,Pickable
600,54802,4260202,General,Pickable
600,54802,4260203,General,Pickable
600,54802,4260204,General,Pickable
600,54802,4260205,General,Pickable
600,54802,4260301,General,Pickable
600,54802,4260302,General,Pickable
600,54802,4260303,General,Pickable
600,54802,4260304,General,Pickable
600,54802,4260305,General,Pickable
600,54802,4260401,General,Pickable
600,54802,4260402,General,Pickable
600,54802,4260403,General,Pickable
600,54802,4260404,General,Pickable
600,54802,4260405,General,Pickable
600,54802,4270101,General,Pickable
600,54802,4270102,General,Pickable
600,54802,4270103,General,Pickable
600,54802,4270104,General,Pickable
600,54802,4270105,General,Pickable
600,54802,4270201,General,Pickable
600,54802,4270202,General,Pickable
600,54802,4270203,General,Pickable
600,54802,4270204,General,Pickable
600,54802,4270205,General,Pickable
600,54802,4270301,General,Pickable
600,54802,4270302,General,Pickable
600,54802,4270303,General,Pickable
600,54802,4270304,General,Pickable
600,54802,4270305,General,Pickable
600,54802,4270401,General,Pickable
600,54802,4270402,General,Pickable
600,54802,4270403,General,Pickable
600,54802,4270404,General,Pickable
600,54802,4270405,General,Pickable
600,54802,4280101,General,Pickable
600,54802,4280102,General,Pickable
600,54802,4280103,General,Pickable
600,54802,4280104,General,Pickable
600,54802,4280105,General,Pickable
600,54802,4280201,General,Pickable
600,54802,4280202,General,Pickable
600,54802,4280203,General,Pickable
600,54802,4280204,General,Pickable
600,54802,4280205,General,Pickable
600,54802,4280301,General,Pickable
600,54802,4280302,General,Pickable
600,54802,4280303,General,Pickable
600,54802,4280304,General,Pickable
600,54802,4280305,General,Pickable
600,54802,4280401,General,Pickable
600,54802,4280402,General,Pickable
600,54802,4280403,General,Pickable
600,54802,4280404,General,Pickable
600,54802,4280405,General,Pickable
600,54802,4290101,General,Pickable
600,54802,4290102,General,Pickable
600,54802,4290103,General,Pickable
600,54802,4290104,General,Pickable
600,54802,4290105,General,Pickable
600,54802,4290201,General,Pickable
600,54802,4290202,General,Pickable
600,54802,4290203,General,Pickable
600,54802,4290204,General,Pickable
600,54802,4290205,General,Pickable
600,54802,4290301,General,Pickable
600,54802,4290302,General,Pickable
600,54802,4290303,General,Pickable
600,54802,4290304,General,Pickable
600,54802,4290305,General,Pickable
600,54802,4290401,General,Pickable
600,54802,4290402,General,Pickable
600,54802,4290403,General,Pickable
600,54802,4290404,General,Pickable
600,54802,4290405,General,Pickable
600,54802,4300101,General,Pickable
600,54802,4300102,General,Pickable
600,54802,4300103,General,Pickable
600,54802,4300104,General,Pickable
600,54802,4300105,General,Pickable
600,54802,4300201,General,Pickable
600,54802,4300202,General,Pickable
600,54802,4300203,General,Pickable
600,54802,4300204,General,Pickable
600,54802,4300205,General,Pickable
600,54802,4300301,General,Pickable
600,54802,4300302,General,Pickable
600,54802,4300303,General,Pickable
600,54802,4300304,General,Pickable
600,54802,4300305,General,Pickable
600,54802,4300401,General,Pickable
600,54802,4300402,General,Pickable
600,54802,4300403,General,Pickable
600,54802,4300404,General,Pickable
600,54802,4300405,General,Pickable
600,54802,4310101,General,Pickable
600,54802,4310102,General,Pickable
600,54802,4310103,General,Pickable
600,54802,4310104,General,Pickable
600,54802,4310105,General,Pickable
600,54802,4310201,General,Pickable
600,54802,4310202,General,Pickable
600,54802,4310203,General,Pickable
600,54802,4310204,General,Pickable
600,54802,4310205,General,Pickable
600,54802,4310301,General,Pickable
600,54802,4310302,General,Pickable
600,54802,4310303,General,Pickable
600,54802,4310304,General,Pickable
600,54802,4310305,General,Pickable
